1.235,0.002
1.2351,-0.058
1.2352,-0.094
1.2353,-0.088
1.2354,-0.038
1.2355,0.032
1.2356,0.084
1.2357,0.098
1.2358,0.068
1.2359,0.008
1.236,-0.062
1.2361,-0.1
1.2362,-0.092
1.2363,-0.04
1.2364,0.032
1.2365,0.086
1.2366,0.102
1.2367,0.072
1.2368,0.002
1.2369,-0.06
1.237,-0.1
1.2371,-0.092
1.2372,-0.042
1.2373,0.028
1.2374,0.086
1.2375,0.096
1.2376,0.07
1.2377,0.01
1.2378,-0.056
1.2379,-0.098
1.238,-0.094
1.2381,-0.044
1.2382,0.024
1.2383,0.074
1.2384,0.1
1.2385,0.076
1.2386,0.018
1.2387,-0.048
1.2388,-0.094
1.2389,-0.098
1.239,-0.056
1.2391,0.018
1.2392,0.08
1.2393,0.108
1.2394,0.084
1.2395,0.022
1.2396,-0.048
1.2397,-0.102
1.2398,-0.11
1.2399,-0.06
1.24,0.018
1.2401,0.082
1.2402,0.112
1.2403,0.09
1.2404,0.026
1.2405,-0.058
1.2406,-0.108
1.2407,-0.11
1.2408,-0.062
1.2409,0.016
1.241,0.088
1.2411,0.118
1.2412,0.086
1.2413,0.022
1.2414,-0.052
1.2415,-0.104
1.2416,-0.11
1.2417,-0.06
1.2418,0.018
1.2419,0.08
1.242,0.108
1.2421,0.092
1.2422,0.03
1.2423,-0.044
1.2424,-0.102
1.2425,-0.11
1.2426,-0.07
1.2427,0.006
1.2428,0.08
1.2429,0.114
1.243,0.096
1.2431,0.034
1.2432,-0.042
1.2433,-0.1
1.2434,-0.12
1.2435,-0.074
1.2436,0.006
1.2437,0.082
1.2438,0.116
1.2439,0.098
1.244,0.036
1.2441,-0.046
1.2442,-0.106
1.2443,-0.114
1.2444,-0.072
1.2445,0.006
1.2446,0.076
1.2447,0.118
1.2448,0.098
1.2449,0.028
1.245,-0.044
1.2451,-0.104
1.2452,-0.114
1.2453,-0.072
1.2454,0.008
1.2455,0.076
1.2456,0.108
1.2457,0.092
1.2458,0.038
1.2459,-0.036
1.246,-0.096
1.2461,-0.112
1.2462,-0.072
1.2463,-0.002
1.2464,0.07
1.2465,0.11
1.2466,0.102
1.2467,0.044
1.2468,-0.032
1.2469,-0.096
1.247,-0.114
1.2471,-0.084
1.2472,-0.004
1.2473,0.072
1.2474,0.118
1.2475,0.106
1.2476,0.048
1.2477,-0.034
1.2478,-0.104
1.2479,-0.122
1.248,-0.08
1.2481,-0.002
1.2482,0.074
1.2483,0.116
1.2484,0.106
1.2485,0.046
1.2486,-0.038
1.2487,-0.1
1.2488,-0.118
