1.235,-0.07
1.2351,-0.076
1.2352,-0.09
1.2353,-0.07
1.2354,-0.076
1.2355,-0.068
1.2356,-0.026
1.2357,-0.022
1.2358,-0.01
1.2359,0.02
1.236,0.07
1.2361,0.05
1.2362,0.048
1.2363,0.072
1.2364,0.084
1.2365,0.074
1.2366,0.058
1.2367,0.05
1.2368,0.042
1.2369,0.026
1.237,0
1.2371,-0.006
1.2372,-0.026
1.2373,-0.034
1.2374,-0.038
1.2375,-0.028
1.2376,-0.044
1.2377,-0.05
1.2378,-0.038
1.2379,-0.022
1.238,-0.01
1.2381,-0.008
1.2382,0.008
1.2383,0.014
1.2384,0.024
1.2385,0.028
1.2386,0.032
1.2387,0.03
1.2388,0.034
1.2389,0.032
1.239,0.032
1.2391,0.02
1.2392,-0.006
1.2393,-0.01
1.2394,-0.008
1.2395,-0.008
1.2396,-0.02
1.2397,-0.026
1.2398,-0.024
1.2399,-0.026
1.24,-0.02
1.2401,-0.016
1.2402,-0.008
1.2403,0.004
1.2404,0.004
1.2405,0.004
1.2406,-0.006
1.2407,-0.008
1.2408,-0.002
1.2409,-0.006
1.241,-0.006
1.2411,-0.02
1.2412,-0.046
1.2413,-0.11
1.2414,-0.076
1.2415,-0.036
1.2416,-0.076
1.2417,-0.102
1.2418,-0.068
1.2419,-0.004
1.242,-0.014
1.2421,0.008
1.2422,0.03
1.2423,0.03
1.2424,0.084
1.2425,0.104
1.2426,0.128
1.2427,0.104
1.2428,0.084
1.2429,0.106
1.243,0.102
1.2431,0.092
1.2432,0.038
1.2433,0.016
1.2434,0.026
1.2435,-0.012
1.2436,-0.028
1.2437,-0.062
1.2438,-0.076
1.2439,-0.076
1.244,-0.072
1.2441,-0.048
1.2442,-0.076
1.2443,-0.068
1.2444,-0.048
1.2445,-0.018
1.2446,0.01
1.2447,0.002
1.2448,0.028
1.2449,0.042
1.245,0.058
1.2451,0.058
1.2452,0.052
1.2453,0.054
1.2454,0.046
1.2455,0.048
1.2456,0.04
1.2457,0.012
1.2458,-0.016
1.2459,-0.032
1.246,-0.028
1.2461,-0.038
1.2462,-0.07
1.2463,-0.08
1.2464,-0.072
1.2465,-0.096
1.2466,-0.074
1.2467,-0.036
1.2468,-0.03
1.2469,-0.054
1.247,0.006
1.2471,0.058
1.2472,0.034
1.2473,0.028
1.2474,0.05
1.2475,0.076
1.2476,0.072
1.2477,0.072
1.2478,0.058
1.2479,0.052
1.248,0.03
1.2481,0.024
1.2482,0.014
1.2483,-0.006
1.2484,-0.028
1.2485,-0.026
1.2486,-0.018
1.2487,-0.04
1.2488,-0.052
1.2489,-0.046
1.249,-0.028
1.2491,-0.024
1.2492,-0.012
1.2493,-0.006
1.2494,-0.002
1.2495,0.004
1.2496,0.02
1.2497,0.032
1.2498,0.026
1.2499,0.028
1.25,0.036
1.2501,0.038
1.2502,0.022
1.2503,0.008
1.2504,0.004
1.2505,0.004
1.2506,-0.002
1.2507,-0.008
1.2508,-0.02
1.2509,-0.028
1.251,-0.032
1.2511,-0.022
1.2512,-0.018
1.2513,-0.018
1.2514,-0.008
1.2515,0.002
1.2516,0
1.2517,-0.008
1.2518,-0.008
1.2519,-0.002
1.252,-0.004
1.2521,-0.002
1.2522,-0.002
1.2523,-0.018
1.2524,-0.05
1.2525,-0.104
1.2526,-0.068
1.2527,-0.018
1.2528,-0.048
1.2529,-0.09
1.253,-0.066
1.2531,0.002
1.2532,-0.01
1.2533,0.008
1.2534,0.032
1.2535,0.036
1.2536,0.074
1.2537,0.098
1.2538,0.116
1.2539,0.086
1.254,0.072
1.2541,0.096
1.2542,0.098
1.2543,0.088
1.2544,0.038
1.2545,0.012
1.2546,0.012
1.2547,-0.012
1.2548,-0.026
1.2549,-0.054
1.255,-0.068
1.2551,-0.068
1.2552,-0.064
1.2553,-0.048
1.2554,-0.074
1.2555,-0.066
1.2556,-0.044
1.2557,-0.008
1.2558,0.012
1.2559,0.004
1.256,0.022
1.2561,0.03
1.2562,0.048
1.2563,0.056
1.2564,0.052
1.2565,0.048
1.2566,0.042
1.2567,0.04
1.2568,0.028
1.2569,0.006
1.257,-0.012
1.2571,-0.022
1.2572,-0.026
1.2573,-0.054
1.2574,-0.072
1.2575,-0.068
1.2576,-0.092
1.2577,-0.058
1.2578,-0.054
1.2579,-0.04
1.258,-0.052
1.2581,0.002
1.2582,0.028
1.2583,0.016
1.2584,0.03
1.2585,0.046
1.2586,0.07
1.2587,0.072
1.2588,0.07
1.2589,0.056
1.259,0.052
1.2591,0.036
1.2592,0.04
1.2593,0.02
1.2594,0.006
1.2595,-0.018
1.2596,-0.016
1.2597,-0.018
1.2598,-0.044
1.2599,-0.046
1.26,-0.044
1.2601,-0.028
1.2602,-0.026
1.2603,-0.018
1.2604,-0.016
1.2605,-0.012
1.2606,0.004
1.2607,0.02
1.2608,0.024
1.2609,0.026
1.261,0.032
1.2611,0.038
1.2612,0.032
1.2613,0.02
1.2614,0.012
1.2615,0.008
1.2616,0.008
1.2617,0.004
1.2618,-0.008
1.2619,-0.018
1.262,-0.028
1.2621,-0.026
1.2622,-0.022
1.2623,-0.02
1.2624,-0.014
1.2625,-0.01
1.2626,-0.006
1.2627,-0.01
1.2628,-0.006
1.2629,0
1.263,-0.008
1.2631,-0.004
1.2632,0.002
1.2633,0
1.2634,-0.018
1.2635,-0.066
1.2636,-0.11
1.2637,-0.052
1.2638,-0.022
1.2639,-0.064
1.264,-0.098
1.2641,-0.054
1.2642,-0.004
1.2643,-0.012
1.2644,0.026
1.2645,0.032
1.2646,0.04
1.2647,0.084
1.2648,0.106
1.2649,0.116
1.265,0.078
1.2651,0.082
1.2652,0.1
1.2653,0.098
1.2654,0.084
1.2655,0.026
1.2656,0.012
1.2657,0.002
1.2658,-0.016
1.2659,-0.026
1.266,-0.06
1.2661,-0.066
1.2662,-0.068
1.2663,-0.058
1.2664,-0.052
1.2665,-0.074
1.2666,-0.06
1.2667,-0.034
1.2668,-0.002
1.2669,0.012
1.267,0.006
1.2671,0.024
1.2672,0.032
1.2673,0.058
1.2674,0.058
1.2675,0.052
1.2676,0.046
1.2677,0.042
1.2678,0.042
1.2679,0.022
1.268,0.002
1.2681,-0.018
1.2682,-0.024
1.2683,-0.022
1.2684,-0.034
1.2685,-0.05
1.2686,-0.068
1.2687,-0.064
1.2688,-0.05
1.2689,-0.058
1.269,-0.056
1.2691,-0.046
1.2692,-0.024
1.2693,-0.006
1.2694,-0.014
1.2695,0.016
1.2696,0.032
1.2697,0.056
1.2698,0.046
1.2699,0.06
1.27,0.07
1.2701,0.048
1.2702,0.044
1.2703,0.038
1.2704,0.032
1.2705,0.016
1.2706,0.008
1.2707,0.002
1.2708,-0.014
1.2709,-0.03
1.271,-0.024
1.2711,-0.026
1.2712,-0.024
1.2713,-0.028
1.2714,-0.02
1.2715,-0.014
1.2716,-0.018
1.2717,-0.004
1.2718,-0.002
1.2719,0.014
1.272,0.018
1.2721,0.026
1.2722,0.028
1.2723,0.016
1.2724,0.018
1.2725,0.02
1.2726,0.024
1.2727,0.014
1.2728,0.002
1.2729,-0.004
1.273,-0.008
1.2731,-0.02
1.2732,-0.02
1.2733,-0.02
1.2734,-0.022
1.2735,-0.018
1.2736,-0.008
1.2737,-0.004
1.2738,-0.018
1.2739,-0.008
1.274,0.008
1.2741,0.01
1.2742,0.002
1.2743,0.004
1.2744,0.004
1.2745,-0.014
1.2746,-0.012
1.2747,-0.006
1.2748,-0.018
1.2749,-0.038
1.275,-0.102
1.2751,-0.1
1.2752,-0.04
