0,-0.02
0.004,-0.02
0.008,-0.012
0.012,-0.016
0.016,-0.004
0.02,-0.004
0.024,0.008
0.028,0.008
0.032,0.016
0.036,0.024
0.04,0.028
0.044,0.036
0.048,0.028
0.052,0.044
0.056,0.028
0.06,0.04
0.064,0.04
0.068,0.04
0.072,0.044
0.076,0.052
0.08,0.036
0.084,0.036
0.088,0.016
0.092,0.016
0.096,0.008
0.1,0
0.104,-0.012
0.108,-0.02
0.112,-0.02
0.116,-0.032
0.12,-0.028
0.124,-0.032
0.128,-0.036
0.132,-0.032
0.136,-0.036
0.14,-0.036
0.144,-0.04
0.148,-0.032
0.152,-0.044
0.156,-0.032
0.16,-0.036
0.164,-0.028
0.168,-0.024
0.172,-0.02
0.176,-0.012
0.18,-0.016
0.184,0
0.188,-0.004
0.192,0.012
0.196,0.016
0.2,0.024
0.204,0.032
0.208,0.032
0.212,0.044
0.216,0.036
0.22,0.048
0.224,0.044
0.228,0.044
0.232,0.048
0.236,0.044
0.24,0.048
0.244,0.032
0.248,0.036
0.252,0.016
0.256,0.02
0.26,0.012
0.264,0.004
0.268,0
0.272,-0.012
0.276,-0.012
0.28,-0.028
0.284,-0.028
0.288,-0.04
0.292,-0.032
0.296,-0.04
0.3,-0.04
0.304,-0.04
0.308,-0.048
0.312,-0.044
0.316,-0.052
0.32,-0.044
0.324,-0.044
0.328,-0.036
0.332,-0.032
0.336,-0.024
0.34,-0.016
0.344,-0.024
0.348,-0.004
0.352,-0.004
0.356,0.012
0.36,0.02
0.364,0.024
0.368,0.036
0.372,0.044
0.376,0.044
0.38,0.044
0.384,0.06
0.388,0.048
0.392,0.06
0.396,0.06
0.4,0.048
0.404,0.052
0.408,0.04
0.412,0.04
0.416,0.028
0.42,0.024
0.424,0.008
0.428,0.008
0.432,0.004
0.436,-0.012
0.44,-0.016
0.444,-0.024
0.448,-0.024
0.452,-0.04
0.456,-0.036
0.46,-0.04
0.464,-0.044
0.468,-0.044
0.472,-0.052
0.476,-0.044
0.48,-0.052
0.484,-0.04
0.488,-0.048
0.492,-0.04
0.496,-0.032
0.5,-0.032
0.504,-0.02
0.508,-0.02
0.512,-0.008
0.516,-0.012
0.52,0.008
0.524,0.012
0.528,0.024
0.532,0.032
0.536,0.032
0.54,0.044
0.544,0.04
0.548,0.052
0.552,0.044
0.556,0.052
0.56,0.052
0.564,0.048
0.568,0.044
0.572,0.044
0.576,0.036
0.58,0.028
0.584,0.032
0.588,0.016
0.592,0.012
0.596,0.008
0.6,-0.008
0.604,0
0.608,-0.016
0.612,-0.02
0.616,-0.032
0.62,-0.032
0.624,-0.036
0.628,-0.044
0.632,-0.04
0.636,-0.048
